formula,mpids,is_stable,theoretical,band_gap,formation_energy_per_atom,Value,DOI,compound_type
CaO,mp-2605,True,False,3.6301,-3.306019392499999,6.0,10.1016/j.cej.2012.04.011,Oxides
CaO2,mp-634859,True,False,2.7345,-2.206560153333333,3.08,10.1039/c3ra43617a,Double anions
CaS,mp-1672,True,False,2.3819,-2.435607998906249,4.465,10.1016/j.optmat.2009.10.010,Chalcogenides
CaSc2O4,mp-4056,True,False,3.457999999999999,-3.783688220714285,4.45,10.1039/c9qi00443b,Double anions
CaSe,mp-1415,True,False,2.0728,-2.315957819531251,2.4699999999999998,10.1016/j.matpr.2018.05.130,Chalcogenides
CaSiN2,mp-568965,True,False,3.508800000000001,-1.4052441181250002,3.44,10.1039/d0tc03964k,Double anions
CaSiO3,mp-4429,True,False,4.8413,-3.4480482148333342,5.5,10.1016/j.physb.2017.10.010,Chalcogenides
CaSiP2,mp-1195298,False,False,1.024999999999999,-0.6731391135714271,0.97,10.1007/s00339-018-2211-3,Double anions
CaSnO3,mp-4438,True,False,2.3301,-2.694555046500007,4.3,10.1016/j.physb.2010.05.004,Chalcogenides
CaTe,mp-1519,True,False,1.5535,-1.917514015000001,4.0,10.1039/c7tc05311h,Chalcogenides
CaTi2O5,mp-1403610,False,True,2.9078,-3.543918041458333,3.0949999999999998,10.1016/j.optmat.2020.109921,Double anions
CaTiO3,mp-4019,True,False,2.3053,-3.556087157166666,3.5,10.1016/j.cej.2020.125721,Oxides
CaV2O6,mp-27624,True,False,2.8812,-2.699767045555556,2.56,10.1039/c5ra10465c,Double anions
CaWO4,mp-19426,True,False,4.3443,-2.726062027499999,4.325,10.1016/j.optmat.2019.04.026,Oxides
CaYAl3O7,mp-1227119,False,True,4.276199999999999,-3.551931291666666,7.0,10.1039/c3dt51958a,Oxides
CaZr4(PO4)6,mp-556440,True,False,4.172099999999999,-3.250465469367347,4.3,10.1016/j.optmat.2015.05.020,Oxides
CaZrO3,mp-4571,True,False,3.8263,-3.670175069499999,3.3,10.1016/j.physb.2008.01.025,Oxides
CaZrS3,mp-7781,False,False,1.1878,-2.031619070999999,1.9,10.1039/d0tc04516k,Chalcogenides
Cd3(PO4)2,mp-680761,True,False,2.5482,-2.2433336802655672,4.95,10.1016/j.matpr.2019.04.109,Oxides
Cd4As2Br3,mp-1203526,True,False,0.9704,-0.6670025541666671,1.825,10.1021/acs.inorgchem.7b00002,Double anions
Cd4P2Cl3,mp-29746,True,False,1.3826,-0.734202555383597,2.21,10.1002/anie.201900936,Double anions
Cd4Sb2I3,mp-29044,True,False,1.130599999999999,-0.492905227499999,1.81,10.1021/acs.inorgchem.7b00002,Double anions
Cd4SiS6,mp-18179,False,False,1.4382,-0.7622832933522701,2.5,10.1007/s11671-009-9470-z,Chalcogenides
CdBr2,mp-568722,True,True,2.8551,-1.226469973333333,4.47,10.1021/jacs.5b03986,Double anions
CdCO3,mp-4385,True,False,2.6226000000000003,-1.7554269574999992,5.6,10.1039/c8nj00444g,Oxides
CdCl2,mp-22881,True,False,3.5244,-1.2745155149999992,2.3099999999999996,10.1016/j.optmat.2019.01.001,Double anions
CdF2,mp-241,True,False,2.8977,-2.459148011666666,6.0,10.1021/jacs.5b03986,Double anions
CdI2,mp-570437,True,False,2.3382,-0.827083558444443,3.2,10.1016/j.tsf.2008.01.004,Double anions
CdIn2O4,mp-19803,True,False,0.9137,-1.842010734047615,3.225,10.1016/j.tsf.2009.06.054,Double anions
CdMoO4,mp-19039,True,False,2.4682,-1.814628006666668,3.2,10.1039/c5cp01598g,Oxides
CdO2,mp-2310,False,False,1.2535,-0.8412000416666661,3.6,10.1016/j.tsf.2011.06.030,Double anions
CdP2,mp-913,True,False,1.4556,-0.181319395734126,0.81,10.1016/S1293-2558(01)01258-4,Double anions
CdS,mp-672,True,False,1.125,-0.7761274614062491,2.4,10.1016/j.cej.2009.05.037,Chalcogenides
CdSO4,mp-8459,True,False,2.8625,-1.824253800416666,2.34,10.1016/j.tsf.2007.10.079,Chalcogenides
CdSb2Se3Br2,mp-567556,False,False,1.1429,-0.795428425878906,1.4,10.1016/j.jallcom.2006.10.056,Double anions
CdSe,mp-1070,True,False,0.5724,-0.837606193671875,1.74,10.1016/j.cej.2014.05.106,Chalcogenides
CdSiP2,mp-4666,True,False,1.4257,-0.272582178988093,1.358,10.1007/s13538-016-0455-y,Double anions
CdSnO3,mp-754329,True,False,0.9762,-1.8377478320000007,3.0,10.1039/c9qi00777f,Chalcogenides
CdTe,mp-406,True,False,0.5846,-0.5607400050000031,1.5,10.1016/j.cej.2012.11.044,Chalcogenides
CdTeMoO6,mp-555560,True,False,3.189399999999999,-1.727071637962963,3.25,10.1039/c3tc30151f,Chalcogenides
CdTeO3,mp-28290,True,False,3.019,-1.521631727583333,3.3,10.1039/c1jm11734c,Chalcogenides
CdWO4,mp-19387,True,False,3.262699999999999,-1.985844491666664,3.7,10.1016/j.physb.2017.02.009,Oxides
CeO2,mp-20194,True,False,1.8647,-3.9271761966666654,3.13,10.1016/j.cej.2013.05.106,Double anions
CeVO4,mp-1182128,False,True,0.734,-3.053251684583332,1.8,10.1016/j.cej.2010.01.056,Oxides
Co2Te3O8,mp-18855,True,False,2.4813,-1.474494457692308,3.6,10.1021/ja034196p,Double anions
Co3(PO4)2,mp-19264,True,False,2.9001,-2.156004351868131,1.92,10.1039/c7cy02323e,Oxides
CoAsSe,mp-1226036,False,True,0.698199999999999,-0.367874865520827,0.2,10.1103/PhysRevB.60.2333,Chalcogenides
CoO,mp-22408,True,False,0.5880000000000001,-1.2718311462500012,2.45,10.1016/j.cej.2019.122092,Oxides
CoPO4,mp-849770,True,True,1.0727,-2.09047651577381,1.1,10.1039/c6ta10674a,Oxides
CoSbS,mp-1102443,False,False,0.5517999999999981,-0.359683550520837,0.5,10.1039/c7cp05170k,Chalcogenides
CoSnO3,mp-752613,False,True,0.9832,-1.702570364999999,2.93,10.1039/c7ta05047j,Chalcogenides
CoTe6O13,mp-1198962,False,False,2.716,-1.473715810249999,3.3,10.1039/b300573a,Chalcogenides
CoTeMoO6,mp-551806,True,False,1.847299999999999,-1.670296165185186,2.125,10.1134/S0020168517070081,Chalcogenides
Cr2O3,mp-755749,False,True,2.405899999999999,-2.328298080499999,3.08,10.1016/j.cej.2015.11.030,Double anions
CrBr3,mp-27734,True,False,1.2759,-1.21740412,0.0074,10.1039/c9cp03219c,Halides
CrCl3,mp-567504,True,False,1.5182,-1.425545254374999,1.09,10.1039/c5cp04835d,Halides
CrF3,mp-560338,True,False,3.0453,-3.041799825625,1.53,10.1039/c7cp07953b,Halides
CrI3,mp-1213805,True,True,1.159,-0.723041855833334,1.05,10.1039/c9ra01825e,Halides
CrO2,mp-1181747,False,False,0.9693,-1.991153182499999,0.23,10.1039/c8ra04537b,Double anions
Cs2AgBiBr6,mp-1078250,False,False,1.3547,-1.457880400097701,1.95,10.1016/j.comptc.2018.12.007,Double anions
Cs2AgBiCl6,mp-1078258,True,False,1.8663,-1.511932820500001,2.44,10.1039/c8na00416a,Double anions
Cs2AgBiI6,mp-1113264,False,True,0.8526,-1.088725661097701,1.75,10.1039/c9dt01485c,Double anions
Cs2AgSbBr6,mp-1112943,False,True,1.1916,-1.408664374097701,1.64,10.1016/j.cej.2020.124757,Double anions
Cs2AgSbCl6,mp-1112940,True,True,1.662399999999999,-1.6529799450977012,2.54,10.1016/j.cej.2020.124757,Double anions
Cs2Al2B2O7,mp-1019602,True,False,4.249,-2.976087887126436,4.13,10.1039/b917907k,Double anions
Cs2Ba3(P2O7)2,mp-1019605,False,False,4.8929,-3.043588106864425,5.685,10.1039/c6dt00193a,Double anions
Cs2CO3,mp-616458,True,False,3.3306,-2.066702077385059,1.8,10.1016/j.tsf.2016.10.050,Double anions
Cs2Cd3Te4,mp-567386,True,False,1.558699999999999,-0.8827856311111091,2.48,10.1016/S0925-8388(00)00795-7,Double anions
Cs2Cu2Sb2S5,mp-1190579,False,False,1.104299999999999,-0.6778431233296861,1.6,10.1016/j.jssc.2015.10.028,Double anions
Cs2GeP4O13,mp-560216,True,False,4.236700000000001,-2.59129854014409,3.888,10.1021/jp901706g,Double anions
Cs2Hg3I8,mp-540574,True,False,1.731399999999999,-0.948203027446948,2.56,10.1039/c3dt53463d,Double anions
Cs2Hg3S4,mp-1105419,True,False,1.732499999999999,-0.780273871867816,2.8,10.1016/j.jssc.2014.10.022,Double anions
Cs2Hg6S7,mp-17905,True,False,0.6230999999999991,-0.627765574120692,1.63,10.1007/s13391-018-0033-2,Double anions
Cs2HgCl4,mp-1203522,True,False,3.0746,-1.768159905615765,3.59,10.1016/j.optmat.2016.07.019,Double anions
Cs2HgI4,mp-28421,True,False,2.0411,-1.263691933830049,2.34,10.1016/j.optmat.2015.01.026,Double anions
Cs2InAgCl6,mp-1096926,True,True,1.3421,-1.740948753764367,3.3,10.1016/j.comptc.2018.12.007,Double anions
Cs2InBiBr6,mp-1112892,False,True,0.853399999999999,-1.521621040597701,0.33,10.1021/jacs.7b02243,Double anions
Cs2InBiCl6,mp-1112889,False,True,1.7611999999999992,-1.770196283597702,0.99,10.1007/s40820-018-0221-5,Double anions
Cs2InBiI6,mp-1112890,False,True,0.581599999999999,-1.146091355597702,0.21,10.1021/jacs.7b02243,Double anions
Cs2InSbBr6,mp-1113094,False,True,0.746499999999999,-1.474150155597701,0.41,10.1021/jacs.7b02243,Double anions
Cs2InSbCl6,mp-1112887,False,True,1.3727,-1.7202351885977012,1.0,10.1039/c7ta04544a,Double anions
Cs2InSbI6,mp-1113283,False,True,0.582399999999999,-1.104455932597701,0.17,10.1021/jacs.7b02243,Double anions
Cs2Mg2(WO4)3,mp-1195571,False,False,4.659,-2.427450129174229,4.53,10.1002/ejic.201500009,Double anions
Cs2MgGe3Se8,mp-1195667,True,False,1.4687,-0.9834246223614532,2.04,10.1021/ic400995z,Double anions
Cs2MgSn3Se8,mp-1195633,True,False,1.4299,-1.014674557361454,1.92,10.1021/ic400995z,Double anions
Cs2NaBiI6,mp-1112659,False,True,2.107399999999999,-1.287506095068966,1.66,10.1039/c9nj03660a,Double anions
Cs2NaGaBr6,mp-1110642,False,True,1.6072000000000002,-1.670092460818966,0.451,10.1039/d0ra01764g,Double anions
Cs2O,mp-7988,True,False,0.583199999999999,-1.186412178103451,2.74,10.1039/c8ta08033j,Double anions
Cs2PbBr6,mp-2647124,False,True,0.5108,-1.479107087701149,1.6,10.1039/c8ee03559h,Double anions
Cs2PdBr6,mp-1205847,True,True,0.756,-1.369011095478923,1.6,10.1039/c8na00416a,Double anions
Cs2PdI6,mp-29806,False,False,0.6286,-1.036935383256706,1.4,10.1039/c9dt01485c,Double anions
Cs2PdSe8,mp-31285,True,False,1.1887,-0.5877289681818171,1.5,10.1063/1.372044,Double anions
Cs2Pt,mp-13548,True,False,1.6743,-0.069848213333334,1.5,10.1039/c7cp05027e,Double anions
Cs2S,mp-540703,True,False,2.0952,-1.198283363437499,4.035,10.1039/c7ra07621e,Double anions
Cs2SnBr6,mp-641923,True,False,1.438899999999999,-1.6117151782567052,2.9,10.1039/c7se00100b,Double anions
Cs2SnCl6,mp-608555,True,False,2.59,-1.7102631183333332,2.14,10.1039/c9nj03902c,Double anions
Cs2Te,mp-573763,True,False,1.774,-1.226266616666668,3.5,10.1021/jacs.5b03986,Double anions
Cs2TeBr6,mp-23405,True,False,2.1121,-1.456546289553001,2.12,10.1002/1099-0682(200109),Double anions
Cs2TeI6,mp-540957,True,False,1.3877000000000002,-1.072450026219666,1.47,10.1039/c9nj03660a,Double anions
Cs2TiCl6,mp-27828,True,False,2.2291,-2.063635286851851,2.54,10.1039/c9tc05711k,Double anions
Cs2TiI6,mp-1206662,True,True,0.8643000000000001,-1.378807263627077,1.04,10.1039/c9ra06731k,Double anions
Cs2TlBiI6,mp-1112501,False,True,1.3773,-1.172752488264369,1.37,10.1039/d0ee01153c,Double anions
Cs2ZnCl4,mp-540578,True,False,4.8112,-1.903267833571429,7.9,10.1016/j.optmat.2014.10.053,Double anions
Cs2ZnGe3Se8,mp-1194749,True,False,1.4028,-0.913369856468596,2.31,10.1021/ic400995z,Double anions
Cs2ZnSn3Se8,mp-1194701,True,False,1.2553,-0.9429949005757392,2.12,10.1021/ic400995z,Double anions
Cs3Ag2Sb3S8,mp-1198053,True,False,1.131599999999999,-0.8076045026436771,2.5,10.1016/j.jssc.2004.10.014,Double anions
Cs3AuO,mp-505212,True,False,1.3261,-0.8716979867931051,2.35,10.1039/b708844m,Oxides
Cs3Bi2Br9,mp-27544,True,False,2.599599999999999,-1.605951188854681,2.67,10.1039/c8cc01110a,Double anions
Cs3Bi2Cl9,mp-1104268,True,False,3.229899999999999,-1.644747245178572,2.215,10.1039/c7ta00269f,Double anions
Cs3Bi2I9,mp-669458,True,False,2.3796,-1.213807587426111,2.0,10.1016/j.physb.2017.08.079,Double anions
Cs3BiBr6,mp-1112980,False,True,3.4221,-1.697060620896552,3.05,10.1039/d0tc02783a,Halides
Cs3Nb2AsSe11,mp-683903,True,False,0.9588,-1.058520920132163,1.35,10.1021/ic001157v,Double anions
Cs3Sb2Br9,mp-579560,True,False,1.9837,-1.5448301067118222,2.36,10.1039/d0nr06138g,Double anions
Cs3Sb2Cl9,mp-27629,True,False,2.395299999999999,-1.816249709926107,2.07,10.1039/d0nr06138g,Double anions
Cs3Sb2I9,mp-23029,True,False,1.8829999999999991,-1.151364230283253,2.0,10.1039/c7ta06679a,Double anions
Cs4BiAs3Se7,mp-1204289,True,False,1.4739,-0.9199100584184632,1.02,10.1002/1521-3749(200009)626:9<1901::AID-ZAAC1901>3.0.CO;2-3,Chalcogenides
Cs4PbBr6,mp-23436,True,False,3.682699999999999,-1.87776558260188,3.95,10.1039/c8nr01266k,Halides
Cs4PbI6,mp-1238804,True,True,3.4095,-1.532223946692787,3.44,10.1039/c6mh00519e,Halides
Cs4Zr3S14,mp-680246,True,False,1.466,-1.460803963505747,2.35,10.1002/1521-3749(200109)627:9<2178::AID-ZAAC2178>3.0.CO;2-S,Chalcogenides
CsAg2AsS3,mp-866615,True,False,1.65,-0.6518740582840711,2.7,10.1016/j.jssc.2009.11.012,Double anions
CsAgSb4S7,mp-554408,False,False,1.456,-0.654281527986294,2.04,10.1016/j.jssc.2004.10.014,Chalcogenides
CsAu,mp-2667,True,False,1.023299999999999,-0.36518307,2.6,10.1039/c7cp05027e,Others
CsBa2SnS4Cl,mp-1194731,True,False,2.553699999999999,-1.8366005777394632,2.06,10.1002/zaac.201500149,Double anions
CsBaPS4,mp-1192526,True,False,2.3742,-1.491133315614003,3.4,10.1039/c4ta04757e,Chalcogenides
CsBaVS4,mp-1192754,True,False,1.281,-1.680135956736453,2.3,10.1039/c4ta04757e,Chalcogenides
CsBi3Se5,mp-567928,True,False,1.4617,-0.677113711701388,0.43,10.1016/S0022-4596(03)00309-8,Chalcogenides
CsBr,mp-22906,True,False,4.2392,-2.056337652327585,7.04,10.1039/c5cp07694c,Halides
CsCa2Ta3O10,mp-10347,False,False,2.1798,-3.319276431978449,3.8,10.1039/c0cc05440b,Double anions
CsCaH3,mp-644203,False,False,3.1408,-0.497071646999999,3.17,10.1016/j.jssc.2005.12.033,Hydrides
CsCdBO3,mp-1191636,True,False,1.646199999999999,-2.20257312480364,2.58,10.1002/ejic.201300888,Oxides
CsCdInTe3,mp-1195350,True,False,1.2066,-0.849440639803639,1.81,10.1039/c4ra13426e,Halides
CsCl,mp-22865,True,False,4.988399999999999,-2.176221471249999,7.4,10.1039/c4cp02452d,Halides
CsCu2AsS3,mp-1196438,True,False,1.3532,-0.694192739415024,2.3,10.1021/ic302027b,Double anions
CsCuCl3,mp-23032,True,True,0.5494,-1.3340738154999991,2.6,10.1039/c6nj01783e,Halides
CsErZnSe3,mp-7155,True,False,2.1566,-1.647716223614403,2.5949999999999998,10.1021/ic800370r,Chalcogenides
CsGaS2,mp-5038,True,False,3.0626,-1.23202982140625,3.3049999999999997,10.1021/acs.inorgchem.7b01548,Double anions
CsGaS3,mp-562726,True,False,2.647199999999999,-0.9883059401875012,2.78,10.1021/acs.inorgchem.7b01548,Chalcogenides
CsGdZnTe3,mp-1104469,True,False,0.8742999999999991,-1.322230614109195,2.13,10.1016/j.jssc.2004.07.017,Chalcogenides
CsGeCl3,mp-22988,True,False,2.153499999999999,-1.712059218931035,1.835,10.1039/c8ra06374e,Halides
CsGeI3,mp-28377,True,False,0.9905,-1.071458283931036,1.6,10.1016/j.cej.2020.124757,Halides
CsHgSbSe3,mp-1225936,False,True,1.0746,-0.750530919031071,1.89,10.1039/c2dt30366c,Chalcogenides
CsI,mp-614603,True,False,3.8556,-1.733770282327588,4.595000000000001,10.1016/j.optmat.2013.01.030,Halides
CsInS2,mp-559459,True,False,2.4776,-1.18026703953125,3.4,10.1021/cm0499242,Double anions
CsInSe2,mp-1200720,True,False,1.630199999999999,-1.156074467656246,2.81,10.1039/c1dt11836f,Double anions
CsInTe2,mp-1199743,True,False,1.3522,-0.9334211846875,2.16,10.1039/c1dt11836f,Double anions
CsInTe3O8,mp-1192413,True,False,3.066,-1.71344502587091,3.9,10.1016/j.jallcom.2014.11.039,Halides
CsK2Sb,mp-581024,True,False,0.8633999999999991,-0.5588751093750021,1.62,10.1038/s41598-019-54419-0,Double anions
CsLaCdTe3,mp-12491,True,False,1.730099999999999,-1.3676751216091891,1.55,10.1007/s11664-020-08048-3,Chalcogenides
CsLaHgSe3,mp-11124,True,False,1.4545,-1.531723224864403,2.485,10.1021/ic800370r,Chalcogenides
CsLu7S11,mp-1202825,True,False,2.031799999999999,-2.327677670332728,1.86,10.1143/JJAP.50.031102,Chalcogenides
CsLu7Se11,mp-1203743,True,False,1.510499999999999,-2.105457755900163,1.78,10.1143/JJAP.50.031102,Chalcogenides
CsMgH3,mp-571020,True,False,2.9535,-0.322898374681035,3.3,10.1016/j.physb.2008.10.060,Hydrides
CsMgI3,mp-29751,True,False,3.1519999999999992,-1.490423141931037,1.7,10.1039/d0ee01651a,Halides
CsNb2PSe10,mp-1195822,True,False,0.8597999999999991,-0.9275834555525372,1.15,10.1021/ic502724n,Double anions
CsNiCl3,mp-22950,True,False,0.8049000000000001,-1.533633926499999,4.8,10.1039/d0ee01651a,Halides
CsPSe6,mp-1225967,True,True,1.6167,-0.435261009043898,1.9,10.1021/cm504436v,Chalcogenides
CsPb2Br5,mp-1238811,False,True,3.0958,-1.502106935581895,3.1,10.1016/j.rinp.2020.103087,Double anions
CsPbBr3,mp-567681,True,False,2.8808,-1.636219281431034,2.3,10.1016/j.cej.2018.03.009,Halides
CsPbCl3,mp-1539667,True,True,2.7365,-1.888647684931034,2.975,10.1016/j.physb.2016.12.019,Halides
CsPbF3,mp-20282,True,False,3.337399999999999,-2.784892366431033,2.55,10.1016/j.mseb.2020.114560,Halides
CsPbI2Br,mp-2646981,False,True,1.4384,-1.352837310931034,1.91,10.1039/c7ta09122b,Double anions
CsPbI3,mp-540839,True,False,2.5181,-1.265076434931037,1.73,10.1016/j.cej.2018.03.009,Halides
CsSc(SeO3)2,mp-1194629,True,False,4.1332,-2.168609060684267,5.2,10.1002/ejic.201500150,Chalcogenides
CsSmCdSe3,mp-510062,True,False,2.0217,-1.5899012977810711,2.46,10.1021/ic800370r,Chalcogenides
CsSmHgSe3,mp-7212,True,False,1.3625,-1.465415702364405,2.374,10.1103/PhysRevB.65.045205,Chalcogenides
CsSmZnSe3,mp-505709,True,False,2.042399999999999,-1.644281941114404,2.5300000000000002,10.1021/ic800370r,Chalcogenides
CsSnBr3,mp-1247749,True,True,0.9682,-1.573933961431037,1.75,10.1039/c7se00100b,Halides
CsSnCl3,mp-27394,True,False,2.9154,-1.579432963000002,1.4125,10.1039/c9ra10407k,Halides
CsSnI3,mp-27381,False,False,2.0632,-1.180136671431034,1.3,10.1016/j.cej.2020.124757,Halides
CsSrBr3,mp-1213104,True,True,4.5563,-2.349344952931039,6.3,10.1039/d0tc02231d,Halides
CsSrI3,mp-1080232,True,True,3.959,-1.892797330931032,5.07,10.1039/c6cp00271d,Halides
CsTaWO6,mp-1225854,True,True,3.1466,-2.764782768554279,3.525,10.1039/c0jm02549f,Oxides
CsTbZnTe3,mp-638078,True,False,1.3573,-1.310568081053639,2.12,10.1016/j.jssc.2004.07.017,Chalcogenides
CsTe,mp-8361,True,False,1.0019,-1.069084592500001,3.94,10.1039/c6ra22758a,Chalcogenides
CsTlCl3,mp-1112176,False,True,1.2584,-1.680223661597703,2.5,10.1007/s00706-017-1933-9,Halides
CsVO3,mp-504651,True,False,3.1105,-2.4174072654310352,2.14,10.1039/c8tc05110k,Oxides
CsYCdSe3,mp-11116,True,False,2.085499999999999,-1.58216651028107,2.56,10.1103/PhysRevB.65.045205,Chalcogenides
CsYHgSe3,mp-11123,True,False,1.3946,-1.4574503873644051,2.54,10.1103/PhysRevB.65.045205,Chalcogenides
CsYZnSe3,mp-574620,True,False,2.1117,-1.646452730281069,2.35,10.1021/ic800370r,Chalcogenides
CsZn2B3O7,mp-1195000,True,False,3.5131,-2.501359942729885,5.6,10.1039/c7dt01677h,Double anions
Cu2O,mp-361,True,False,0.512699999999999,-0.6445054383333331,2.1,10.1016/j.cej.2014.06.031,Double anions
Cu2S,mp-1225993,False,True,1.2158,-0.149836503020832,1.21,10.1016/j.cej.2013.06.097,Double anions
Cu2WS4,mp-557373,False,False,1.5621,-0.535848055892856,1.74,10.1016/j.cej.2020.125913,Double anions
Cu2WSe4,mp-1025340,True,True,1.275699999999999,-0.400722725178574,1.64,10.1007/s10854-017-7970-7,Double anions
Cu3BiS3,mp-607291,False,False,0.7058,-0.275353346026784,1.42,10.1016/j.cej.2019.122172,Chalcogenides
Cu3PS4,mp-3934,True,False,1.0202,-0.362097385528272,2.3,10.1039/c6tc05510a,Chalcogenides
Cu3SbS3,mp-17691,False,False,0.9982999999999992,-0.265255546699866,1.87,10.1039/c3ce41861h,Chalcogenides
Cu4Bi4S9,mp-559551,False,False,0.972299999999999,-0.340808194430143,0.915,10.1039/c3nj00928a,Chalcogenides
Cu8SiS6,mp-13872,False,False,0.8296999999999991,-0.322123399499999,0.97,10.1039/c8nj06270f,Chalcogenides
CuBO2,mp-1096940,False,True,1.461399999999999,-1.359682192291666,3.4,10.1016/j.materresbull.2013.03.034,Double anions
CuBS2,mp-12954,True,False,1.742499999999999,-0.5917289910416661,3.61,10.1039/c6dt04767j,Double anions
CuBSe2,mp-983565,True,False,1.487,-0.186407557656249,2.315,10.1039/c0ce00818d,Double anions
CuBr,mp-22917,False,False,0.9962,-0.515792749999999,1.9835,10.1039/c4cp05840b,Halides
CuCN,mp-35308,False,True,2.5202,0.239310635833332,3.26,10.1039/c7ta09233d,Nitrides
CuCl,mp-1225654,False,True,0.5569000000000001,-0.498003276249999,3.306,10.1016/j.physb.2006.01.447,Halides
CuI,mp-570081,True,True,1.6471,-0.343417968333332,3.0,10.1016/j.physb.2019.08.021,Halides
CuN3,mp-27954,False,True,1.6279,0.293795457499999,4.5649999999999995,10.1021/jacs.5b03986,Nitrides
CuP2,mp-927,True,False,0.8679000000000001,-0.156310461150794,1.455,10.1021/jacs.5b03986,Double anions
CuPN2,mp-1078469,False,False,1.822299999999998,-0.314888697619048,1.67,10.1002/zaac.201500044,Double anions
CuSbS2,mp-4468,True,False,0.722699999999999,-0.30408631140625,1.5,10.1016/j.physb.2018.02.030,Double anions
CuWO4,mp-1103679,False,True,0.6442,-1.58007927,2.3,10.1016/j.cej.2016.08.119,Oxides
Dy2O3,mp-2345,True,False,3.925499999999999,-4.005045779666665,4.8,10.1016/j.cej.2011.02.051,Double anions
Dy2S3,mp-1270,True,False,0.593799999999999,-2.379156030187499,2.955,10.1021/jacs.5b03986,Double anions
Dy2Ti2O7,mp-752425,True,True,3.0572,-3.788647775681884,3.1,10.1007/s10854-016-5179-9,Double anions
Dy3GaS6,mp-1189242,True,False,2.061499999999999,-2.001222722687498,2.81,10.7567/JJAPS.39S1.279,Chalcogenides
Dy4GaSbS9,mp-1196712,False,False,2.0092,-1.835451649777775,2.58,10.1134/S0020168511010109,Chalcogenides
DyCrO3,mp-19381,True,False,2.4922,-3.220740385333334,2.8,10.1039/c4ra11022f,Oxides
DyMn2O5,mp-18601,True,False,1.0799,-2.652315557191061,1.61,10.1016/j.physb.2017.03.017,Double anions
DyMnO3,mp-1188804,False,True,1.0173,-2.73365396741954,3.73,10.1007/s10948-017-4550-2,Oxides
DyVO4,mp-18784,True,False,2.9764,-3.209243283611112,2.215,10.1016/j.cej.2011.02.051,Oxides
Er2O3,mp-679,True,False,3.9629,-4.057094096999998,5.3,10.1016/j.optmat.2017.04.007,Double anions
Er2Se3,mp-209,True,False,0.7923,-2.173853193270832,1.66,10.1021/jacs.5b03986,Double anions
ErBiW2O9,mp-1983109,False,True,2.543399999999999,-2.488767008461538,3.26,10.1039/c1dt10748h,Double anions
ErFeO3,mp-19935,False,False,1.5703,-2.8641381045000003,1.69,10.1007/s10971-020-05283-2,Halides
ErMnO3,mp-19319,False,False,1.0455,-3.048090045586206,1.6,10.1038/s41524-020-00426-z,Oxides
ErVO4,mp-18960,True,False,2.9661,-3.212660742500001,3.41,10.1007/s10854-017-8337-9,Oxides
Fe2O3,mp-565814,False,False,1.3902,-1.635792457249999,2.2,10.1016/j.cej.2011.01.079,Double anions
Fe3(PO4)2,mp-19346,True,False,0.8948,-2.295905708021976,0.38,10.1016/j.colsurfa.2020.124561,Halides
Fe3O4,mp-1271821,False,True,1.0229,-1.620945976785714,1.82,10.1016/j.cej.2010.09.001,Halides
FeBO3,mp-19097,True,False,1.481599999999999,-2.270362331833334,2.35,10.1007/s10008-020-04836-3,Halides
FeBiO3,mp-23501,False,False,1.279099999999999,-1.672776781,2.2,10.1039/c5ra18808c,Halides
FeCl3,mp-676241,False,True,0.6636000000000001,-1.140329346249999,0.685,10.1016/j.jece.2020.104138,Halides
FeF2,mp-556911,True,False,1.6921,-2.592156949999999,2.0,10.1039/c5cp01150g,Double anions
FeF3,mp-22398,True,False,3.1061,-2.650552071041668,4.01,10.1039/c5ta03327f,Halides
FeMoO4,mp-505526,False,False,2.037,-1.875182581666667,2.7249999999999996,10.1007/s11164-013-1057-8,Halides
FeO,mp-1274279,True,True,1.8157,-1.481519387499999,2.0,10.1016/j.cej.2020.124230,Halides
FeOF,mp-758560,False,True,1.1941,-2.111673069166666,1.23,10.1039/d0cp01767a,Halides
FeP4,mp-570553,True,False,0.8049000000000001,-0.370041921214284,0.88,10.1103/PhysRevB.60.2333,Halides
FePO4,mp-753395,True,True,1.3564,-2.351585960357142,2.445,10.1016/j.colsurfa.2020.124561,Halides
FePS3,mp-2931287,False,True,0.5063999999999991,-0.556488057928569,3.14,10.1039/c9nr04348a,Halides
FeS2,mp-1522,True,False,0.8770000000000001,-0.8468357333333321,0.95,10.1016/j.cej.2012.09.082,Double anions
FeSO4,mp-19254,True,False,2.7173,-1.857949884583333,1.03,10.1007/s10854-007-9471-6,Halides
FeSO4F,mp-1103970,False,False,2.0446,-1.985501948214285,1.5,10.1039/c5ta03744a,Halides
FeSbS,mp-27904,True,False,0.547,-0.592936158333333,0.8,10.1039/c4ee01335b,Halides
FeSi2,mp-1714,True,False,0.6966000000000001,-0.395635093333333,0.88,10.1016/j.matpr.2019.02.050,Double anions
FeWO4,mp-19421,True,False,2.401,-2.022696756666667,2.495,10.1016/j.jece.2020.104044,Halides
Ga2(TeO3)3,mp-1181313,False,True,3.7830999999999992,-1.7639596453571431,4.145,10.1021/ic1020737,Double anions
Ga2O3,mp-886,True,False,2.007799999999999,-2.268996668999999,4.8,10.1016/j.cej.2013.09.088,Double anions
Ga2S3,mp-539,True,False,1.7106,-0.7969372256875,2.99,10.1016/j.optmat.2018.09.049,Double anions
