formula,mpids,is_stable,theoretical,band_gap,formation_energy_per_atom,Value,DOI,compound_type,Category_count
CoSbS,mp-1102443,False,False,0.5517999999999981,-0.359683550520837,0.5,10.1039/c7cp05170k,Antimonides,2
LiFeBO3,mp-777049,True,True,3.1615,-2.332140617916666,3.4,10.1007/s10008-020-04836-3,Oxides,1
ErBiW2O9,mp-1983109,False,True,2.543399999999999,-2.488767008461538,3.26,10.1039/c1dt10748h,Oxides,1
Ba2GaSbTe5,mp-1200935,False,False,0.9727999999999992,-1.1720431734259251,1.66,10.1016/j.jssc.2012.08.039,Antimonides,2
Ba12In4S19,mp-1229044,False,True,1.978,-1.877253377261904,2.56,10.1021/cm2019857,Chalcogenides,1
KBi3S5,mp-1223584,False,True,1.422699999999999,-0.627175064479167,1.21,10.1021/ja981297s,Chalcogenides,1
AgBiI4,mp-35909,False,True,1.0457,-0.6252693061111111,1.77,10.1039/c8na00416a,Halides,1
CsPb2Br5,mp-1238811,False,True,3.0958,-1.502106935581895,3.1,10.1016/j.rinp.2020.103087,Halides,1
CaZr4(PO4)6,mp-556440,True,False,4.172099999999999,-3.250465469367347,4.3,10.1016/j.optmat.2015.05.020,Oxides,1
ZnWO4,mp-18918,False,False,3.2609,-2.055167530000002,3.3,10.1016/j.cej.2012.09.073,Oxides,1
CoTe6O13,mp-1198962,False,False,2.716,-1.473715810249999,3.3,10.1039/b300573a,Chalcogenides,2
ZnO,mp-2133,True,False,0.7227,-1.7908991124999991,3.33,10.1016/j.cej.2008.04.034,Oxides,1
NaIn3S5,mp-1195769,False,False,1.2428,-0.8941908153125041,2.18,10.1021/ic5011693,Chalcogenides,1
Ca2Fe2O5,mp-22113,True,False,0.8630999999999991,-2.456190248055555,2.2,10.1016/j.jece.2018.04.003,Oxides,1
ErVO4,mp-18960,True,False,2.9661,-3.212660742500001,3.41,10.1007/s10854-017-8337-9,Oxides,1
Cu3SbS3,mp-17691,False,False,0.9982999999999992,-0.265255546699866,1.87,10.1039/c3ce41861h,Antimonides,2
BeS,mp-422,True,False,3.1453,-1.307251373749999,4.17,10.1016/j.physb.2011.09.127,Chalcogenides,1
FeSO4,mp-19254,True,False,2.7173,-1.857949884583333,1.03,10.1007/s10854-007-9471-6,Chalcogenides,2
Sr4Ta2O9,mp-769271,True,True,4.1943,-3.424987994977778,4.55,10.1039/c8ta06934d,Oxides,1
I,mp-23153,True,False,0.9846,0.0,1.6,10.1021/jacs.5b03986,Halides,1
FeF3,mp-22398,True,False,3.1061,-2.650552071041668,4.01,10.1039/c5ta03327f,Halides,1
RbMoPO6,mp-1198591,True,False,2.8368,-2.382280824404761,2.96,10.1021/ic3020699,Oxides,1
Sn2Sb2S5,mp-17835,False,False,0.785099999999999,-0.351721136284718,1.47,10.1007/s10854-014-2531-9,Antimonides,2
Li2SnSe3,mp-1095291,True,False,1.479699999999999,-1.06635561561632,1.95,10.1039/c9cp05939c,Chalcogenides,1
AlAs,mp-2172,True,False,1.503699999999999,-0.627042776249999,2.2,10.1016/j.matpr.2017.11.028,Arsenides,1
Nb2O5,mp-581967,True,False,1.7731,-3.034205274693879,3.4,10.1016/j.cej.2016.11.135,Oxides,1
Ba4Ga4SnSe12,mp-1195344,False,False,1.3292000000000002,-1.445290525624999,2.16,10.1039/c4dt02244k,Chalcogenides,1
CsNiCl3,mp-22950,True,False,0.8049000000000001,-1.533633926499999,4.8,10.1039/d0ee01651a,Halides,1
CuI,mp-570081,True,True,1.6471,-0.343417968333332,3.0,10.1016/j.physb.2019.08.021,Halides,1
Nd4(GeS4)3,mp-560086,False,False,1.9962,-1.557133854736842,2.62,10.1016/j.jssc.2007.02.002,Chalcogenides,1
DyCrO3,mp-19381,True,False,2.4922,-3.220740385333334,2.8,10.1039/c4ra11022f,Oxides,1
Sb2S3,mp-2809,True,False,1.2866,-0.286665912187498,1.7,10.1016/j.physb.2009.10.016,Antimonides,2
CsGaS2,mp-5038,True,False,3.0626,-1.23202982140625,3.305,10.1021/acs.inorgchem.7b01548,Chalcogenides,1
TlN3,mp-870,False,False,1.7584,0.310554844687501,3.58,10.1021/jacs.5b03986,Nitrides,1
K2Ce(PO4)2,mp-1195550,True,False,1.4179,-3.014878776060439,2.46,10.1016/j.jallcom.2017.02.080,Oxides,1
LiVPO4F,mp-25423,True,False,1.6248,-2.838054900997024,1.75,10.1007/s10008-020-04582-6,Halides,2
Cs4Zr3S14,mp-680246,True,False,1.466,-1.460803963505747,2.35,10.1002/1521-3749(200109)627:9<2178::AID-ZAAC2178>3.0.CO;2-S,Chalcogenides,1
KSb3O5,mp-31001,True,False,3.1826,-1.839133234138889,3.81,10.1007/s10973-013-3502-8,Antimonides,2
Cs2InBiCl6,mp-1112889,False,True,1.7611999999999992,-1.770196283597702,0.99,10.1007/s40820-018-0221-5,Halides,1
SiPbO3,mp-21723,True,False,3.1904999999999992,-2.5959264841666823,0.9,10.1007/s11082-020-02521-3,Silicides,2
BaCuSF,mp-1080650,False,False,1.6223,-2.261379652499999,2.7,10.1016/j.tsf.2003.08.034,Halides,2
ZnCr2O4,mp-1048859,False,True,1.315,-2.224614076428571,3.35,10.1016/j.matpr.2020.04.108,Oxides,1
BaAl4S7,mp-8258,True,False,3.1571,-1.591493841874998,3.9,10.1039/c7tc05693a,Chalcogenides,1
B6P,mp-28395,True,False,2.4757,-0.326223649710885,3.3,10.1103/PhysRevB.60.2333,Phosphides,1
LiGaTe2,mp-5048,True,False,1.5885,-0.839710808541665,2.31,10.1039/c8ra01079j,Chalcogenides,1
Mg2GeSe4,mp-1192564,True,False,1.493799999999999,-1.095587609910714,1.76,10.1016/j.solidstatesciences.2015.09.013,Chalcogenides,1
LiFeSiO4,mp-758562,False,True,2.9822,-2.536767287619047,2.9,10.1039/d0cp02578j,Silicides,2
SO2,mp-27726,True,False,2.8368,-1.521559792499999,1.8695,10.1039/c8cp00318a,Chalcogenides,2
YCrO3,mp-18725,True,False,2.4831,-3.191012650500001,1.86,10.1016/j.physb.2018.07.026,Oxides,1
GdScS3,mp-510490,True,False,1.1773999999999991,-2.262208397687499,2.1,10.1016/j.jssc.2009.02.020,Chalcogenides,1
Rb3Ta2AsS11,mp-1209358,True,True,1.8938,-1.163362778068626,2.21,10.7567/JJAPS.39S1.279,Arsenides,2
PtCl2,mp-23290,True,False,1.7917,-0.475064009999998,0.5,10.1039/c8nj04701d,Halides,1
MoS2,mp-1434,True,False,1.2042,-0.965501308541666,1.78,10.1016/j.cej.2007.05.028,Chalcogenides,1
Li2MnSiO4,mp-559240,True,False,2.176599999999999,-2.690084414012211,3.0,10.1039/c7ta03049e,Silicides,2
K2MgH4,mp-23956,True,False,3.4385,-0.335866962071428,3.46,10.1039/c9tc06459a,Hydrides,1
Sr2ZnSi2O7,mp-1191240,True,False,3.8987,-3.181093632083333,4.24,10.1039/c6cp07391c,Silicides,2
GdCrO3,mp-18331,True,False,2.6309,-3.173304159499999,3.2,10.1039/c5ra11682a,Oxides,1
RbPb2Br5,mp-23043,False,False,3.0406,-1.484788659687499,3.42,10.1039/d0nr06138g,Halides,1
MgGeP2,mp-34903,False,False,1.4962,-0.297569182321427,1.92,10.1016/j.optmat.2016.01.061,Phosphides,1
S,mp-77,True,False,2.7125,0.0,1.51,10.1016/j.matpr.2020.05.529,Chalcogenides,1
NaIn(TeO3)2,mp-1194878,False,False,2.9873000000000003,-1.745339430762931,4.0,10.1016/j.jallcom.2014.11.039,Chalcogenides,2
RbTbSe2,mp-10782,True,False,1.9336,-1.96795239971354,2.5,10.1006/jssc.2002.9698,Chalcogenides,1
K2ZnTe2,mp-12535,True,False,2.0537,-1.035780234566666,3.0,10.1021/ja9094846,Chalcogenides,1
LaBr2,mp-28572,False,False,0.5885,-2.172660588333332,1.0,10.1039/d0tc01223h,Halides,1
NaSbS2,mp-5414,True,False,0.8857,-0.7950349764062511,1.71,10.1039/c7ra06938c,Antimonides,2
Gd2Ti2O7,mp-686465,False,True,2.408899999999999,-3.700774554924241,3.2,10.1039/c5ra11682a,Oxides,1
Cs2TiI6,mp-1206662,True,True,0.8643000000000001,-1.378807263627077,1.04,10.1039/c9ra06731k,Halides,1
BiPO4,mp-1190564,True,False,3.7758,-2.414275679107143,4.05,10.1016/j.cej.2013.05.008,Oxides,1
As2O3,mp-1582,True,False,4.0339,-1.626348611000001,4.5,10.1021/jacs.5b03986,Arsenides,2
CoSnO3,mp-752613,False,True,0.9832,-1.702570364999999,2.93,10.1039/c7ta05047j,Oxides,1
KY(TeO3)2,mp-1194980,True,False,3.1251,-2.305556996558334,3.8,10.1021/nn305707f,Chalcogenides,2
Sr2P7I,mp-1195270,True,False,2.105799999999999,-0.7073302407499991,2.0,10.1002/zaac.201500140,Halides,2
PrFeO3,mp-22341,True,False,1.0793,-2.757081589333333,2.08,10.1007/s00339-017-1186-9,Oxides,1
Li3V2(PO4)3,mp-6396,True,False,1.8718999999999992,-2.727606636196428,2.725,10.1039/c8cp00354h,Oxides,1
Pr2Se3,mp-32689,True,True,1.475099999999999,-2.190777713854166,1.85,10.1021/jacs.5b03986,Chalcogenides,1
MnO2,mp-644514,True,False,0.540999999999999,-1.8225279240325687,2.0,10.1016/j.cej.2020.124011,Oxides,1
Cs2O,mp-7988,True,False,0.583199999999999,-1.186412178103451,2.74,10.1039/c8ta08033j,Oxides,1
AgIO3,mp-27384,True,False,2.4375,-0.713068665333332,3.26,10.1039/c4nr02450h,Halides,2
BaBiBO4,mp-559186,True,False,3.5528,-2.611097496309524,3.53,10.1002/crat.200711098,Oxides,1
K2Cd3Se4,mp-1198419,True,False,1.4027999999999992,-1.031509651263887,2.43,10.1021/ic010069n,Chalcogenides,1
La2Se3,mp-32798,True,True,1.58,-2.342295032187499,1.97,10.1016/j.jlumin.2012.11.030,Chalcogenides,1
BaS,mp-1500,True,False,2.1488,-2.329084296249999,3.67,10.1007/s00894-020-04370-z,Chalcogenides,1
Tl3PbBr5,mp-27451,False,False,3.1153,-1.191217744166665,3.2,10.1016/j.optmat.2012.12.008,Halides,1
Ba2InSbSe5,mp-1189339,True,False,0.768,-1.430602192042823,1.92,10.1016/j.jssc.2012.08.039,Antimonides,2
KCNO,mp-1223463,False,True,4.689599999999999,-1.2355729811874991,3.26,10.1039/c6ra11407e,Oxides,1
Na3Bi(PO4)2,mp-561083,True,False,4.2446,-2.50099527015526,3.54,10.1007/s10853-016-9982-8,Oxides,1
Bi6Mo2O15,mp-1204598,False,False,2.6683,-1.821042355869566,3.1,10.1016/j.rinp.2019.02.053,Oxides,1
KCa2Nb3O10,mp-557195,False,False,2.1761,-3.153392547484374,3.44,10.1039/c7cs00290d,Oxides,1
SmVO4,mp-19323,True,False,3.0241,-3.189556127500001,2.28,10.1039/c4nr03008g,Oxides,1
LiIn(IO3)4,mp-973966,True,False,3.0613,-1.147699379444444,4.27,10.1039/c0dt01272f,Halides,2
HfSe2,mp-985831,True,False,0.5342,-1.564946299374999,1.13,10.1039/c8cp02995d,Chalcogenides,1
LiCuS,mp-1407369,False,True,1.5952000000000002,-0.9042642902777772,2.0,10.1016/j.tsf.2010.10.045,Chalcogenides,1
LaMg2NiH7,mp-697905,False,False,0.9506,-0.460350513749999,0.821,10.1038/s41598-020-69113-9,Hydrides,1
ZrS2,mp-1186,True,False,1.0418,-1.847667448333332,1.7,10.1016/j.rinp.2018.10.028,Chalcogenides,1
ZrS3,mp-9921,True,False,1.113299999999999,-1.574012124374999,2.07,10.1039/c5cp02813b,Chalcogenides,1
CsPbI3,mp-540839,True,False,2.5181,-1.265076434931037,1.73,10.1016/j.cej.2018.03.009,Halides,1
Li7Mn(BO3)3,mp-1222860,False,True,3.5681000000000003,-2.539627533063218,5.0,10.1039/c5cp02711j,Oxides,1
Mn11Si19,mp-567968,False,False,0.8562999999999991,-0.278257408485467,0.73,10.1103/PhysRevB.60.2333,Silicides,1
BaFe4O7,mp-1048391,False,True,1.7176,-1.6807526491666671,2.18,10.1039/d0tc03937c,Oxides,1
Ni2Te3O8,mp-17360,True,False,3.0277,-1.449301156538462,3.84,10.1021/ja034196p,Chalcogenides,2
TlInTe2,mp-22791,True,False,0.540099999999999,-0.570600623333335,0.86,10.1039/c8tc03492c,Chalcogenides,1
CsInTe3O8,mp-1192413,True,False,3.066,-1.71344502587091,3.9,10.1016/j.jallcom.2014.11.039,Chalcogenides,2
MnP4,mp-1105127,False,False,0.5335999999999991,-0.358033940300492,0.53,10.1103/PhysRevB.60.2333,Phosphides,1
SnF2,mp-2843,True,False,3.2704,-2.377538967083334,1.3,10.1016/j.physb.2010.11.015,Halides,1
CdTe,mp-406,True,False,0.5846,-0.5607400050000031,1.5,10.1016/j.cej.2012.11.044,Chalcogenides,1
H2O,mp-684704,False,True,4.7589,-1.196362153333333,1.6,10.1016/j.ijhydene.2018.07.007,Oxides,2
Na2TeSe3,mp-573581,True,False,1.2031,-0.764787380364583,1.91,10.1021/acs.inorgchem.5b02227,Chalcogenides,1
LaAlO3,mp-1080060,True,True,3.7121,-3.722466562999999,5.0,10.1016/j.matpr.2017.09.103,Oxides,1
Na3MoO4F,mp-1194849,True,False,4.5355,-2.323694597126436,4.77,10.1021/acs.inorgchem.5b00052,Halides,2
InGaP2,mp-1223642,False,True,0.5607000000000001,-0.394549648988094,1.84,10.1039/c4cy00974f,Phosphides,1
AgPd(IO3)3,mp-1193499,False,False,1.4039,-0.736862955833334,1.5,10.1021/ic101627v,Halides,2
SbPO4,mp-3439,True,False,4.002099999999999,-2.355047281607143,4.385,10.1039/c8ce00790j,Antimonides,2
K2La2Ti3O10,mp-6548,False,False,1.733499999999999,-3.431758464970588,3.05,10.1016/j.jssc.2004.08.043,Oxides,1
Na2Te,mp-2784,True,False,2.0282,-1.127802620000001,2.15,10.1021/jacs.5b03986,Chalcogenides,1
Bi2TeSe2,mp-31406,False,False,0.9267,-0.352391876625,0.62,10.1039/c9nr05725k,Chalcogenides,1
GdVO4,mp-22024,True,False,2.9685,-3.1765945025,3.1,10.1016/j.cej.2012.11.074,Oxides,1
NaMg2V3O10,mp-555794,True,False,2.8353,-2.5862577903987063,3.22,10.1039/c7dt04664b,Oxides,1
Li2Ga2GeS6,mp-554782,False,False,2.1339,-1.073596225606059,3.65,10.1016/j.optmat.2015.06.014,Chalcogenides,1
Cs2AgBiCl6,mp-1078258,True,False,1.8663,-1.511932820500001,2.44,10.1039/c8na00416a,Halides,1
RbInTe3O8,mp-1192556,True,False,3.0269,-1.7148658903205112,3.9,10.1016/j.jallcom.2014.11.039,Chalcogenides,2
Cs2PdBr6,mp-1205847,True,True,0.756,-1.369011095478923,1.6,10.1039/c8na00416a,Halides,1
ScO2,mp-1179114,False,False,0.5864,-3.035004163333332,1.3,10.1039/c7ta10233j,Oxides,1
AsSe,mp-542570,True,False,1.367999999999999,-0.119492343906248,1.215,10.1021/jacs.5b03986,Arsenides,2
Ga2(TeO3)3,mp-1181313,False,True,3.7830999999999992,-1.7639596453571431,4.145,10.1021/ic1020737,Chalcogenides,2
NdFeO3,mp-20407,True,False,1.7349,-2.776405970499999,3.8,10.1039/c7ta07842k,Oxides,1
C3N4,mp-971684,False,True,1.181499999999999,0.08975931392857,2.7,10.1016/j.cej.2012.08.033,Nitrides,2
TlInS2,mp-22566,False,False,0.6884,-0.774417320625001,2.4,10.1016/j.optmat.2006.09.008,Chalcogenides,1
GaP,mp-2490,True,False,1.603899999999999,-0.508916133988096,2.26,10.1016/B978-0-12-814303-2.00001-5,Phosphides,1
Ca2ZnN2,mp-8818,True,False,0.7618,-0.848958886000002,1.7,10.1016/j.mssp.2016.10.008,Nitrides,1
InP,mp-966800,False,True,0.527999999999999,-0.354339883988092,1.35,10.1016/j.matpr.2020.04.832,Phosphides,1
LiInS2,mp-1188392,True,False,2.187499999999999,-1.182090984374999,3.57,10.1016/0038-1098(94)90360-3,Chalcogenides,1
Tl2S,mp-556516,True,False,0.7668,-0.5047957537963,0.79,10.1016/S0040-6090(02)00500-X,Chalcogenides,1
HgBr2,mp-23292,True,False,2.5527,-0.8287702491666711,3.59,10.1021/jacs.5b03986,Halides,1
K2Nd2Ti3O10,mp-1223975,False,True,2.2681,-3.379147885264707,3.25,10.1016/j.jssc.2004.08.043,Oxides,1
BaMoO4,mp-19276,True,False,3.7927,-2.654552259166666,3.35,10.1007/s10854-016-4627-x,Oxides,1
LaN,mp-567290,False,True,1.1169,-1.558962584374999,0.6,10.1016/j.jallcom.2020.153961,Nitrides,1
KPb2Cl5,mp-607267,True,False,3.6551,-1.54429492921875,4.0,10.1016/j.optmat.2020.109793,Halides,1
BaCdSnS4,mp-12306,True,False,2.196399999999999,-1.280230627857144,2.3,10.1039/c6dt01537a,Chalcogenides,1
Mg2SnS4,mp-1193355,False,False,2.1256,-1.242069950714283,2.05,10.1039/c5ra00264h,Chalcogenides,1
NaMgBO3,mp-561536,False,False,3.5852,-2.7456657742576622,2.916,10.1039/c5tc02337h,Oxides,1
SrZrS3,mp-558760,True,False,0.551199999999999,-2.083627634999996,1.53,10.1039/c7ee02702h,Chalcogenides,1
NaAsSe2,mp-984519,True,False,1.4318,-0.650343115781248,1.73,10.1002/ejic.200901052,Arsenides,2
BaAg2GeS4,mp-7394,True,False,0.5960999999999991,-1.017325576041665,1.7,10.1016/j.jallcom.2019.152413,Chalcogenides,1
BaHfS3,mp-1105549,True,False,1.252399999999999,-2.139200685999998,1.69,10.1039/c5tc04172d,Chalcogenides,1
LiN3,mp-2659,True,False,3.6364,-0.205821525729167,3.4,10.1007/s12039-012-0338-x,Nitrides,1
Tl3AsSe3,mp-7684,True,False,0.8813999999999991,-0.5120251563616111,1.3,10.1039/C2JM33029F,Arsenides,2
MoO3,mp-715584,True,True,1.834299999999999,-1.9246418721875,3.0,10.1016/j.cej.2019.123504,Oxides,1
GaTeCl,mp-27449,True,False,2.1702,-0.818999890833334,2.96,10.1039/c7nr08252e,Halides,2
Na2SiO3,mp-4533,True,False,3.8657,-2.692845917126435,4.0,10.1039/b517362k,Silicides,2
NaCdAsS3,mp-1192203,False,False,1.975299999999999,-0.8348807264798841,2.93,10.1016/j.jallcom.2011.08.047,Arsenides,2
CaAl2O4,mp-2963,False,False,4.5894,-3.4544079598809523,1.6,10.1016/j.optmat.2014.12.010,Oxides,1
LiAsS2,mp-555874,True,False,1.0664,-0.855298688958333,1.6,10.1021/ic8005629,Arsenides,2
As2S3,mp-1189572,True,False,1.9873,-0.155932882187498,2.3,10.1016/B978-0-12-814303-2.00005-2,Arsenides,2
LiIO3,mp-23384,True,False,3.7886,-1.385911869166666,4.1850000000000005,10.1016/S0925-8388(99)00422-3,Halides,2
Li2In2GeS6,mp-1191476,False,False,2.3229,-1.026634472272726,3.45,10.1021/ic300604a,Chalcogenides,1
CsTe,mp-8361,True,False,1.0019,-1.069084592500001,3.94,10.1039/c6ra22758a,Chalcogenides,1
Ag3SbS3,mp-555269,True,False,1.5142,-0.206377109062497,2.1125,10.1016/S0925-8388(00)00795-7,Antimonides,2
BaTa2O6,mp-561103,True,False,2.1161,-3.439499560055555,3.8,10.1039/c7cc02687k,Oxides,1
CsPbCl3,mp-1539667,True,True,2.7365,-1.888647684931034,2.975,10.1016/j.physb.2016.12.019,Halides,1
BeSe,mp-1541,True,False,2.663699999999999,-1.029387863671874,2.725,10.1016/j.physb.2011.09.127,Chalcogenides,1
Zn3(PO4)2,mp-557920,True,False,3.4214,-2.373133279945054,3.43,10.1134/S0036023620090016,Oxides,1
AlFeO3,mp-1178577,False,True,2.1792,-2.534268328,2.44,10.1016/j.jallcom.2018.03.388,Oxides,1
CsSnI3,mp-27381,False,False,2.0632,-1.180136671431034,1.3,10.1016/j.cej.2020.124757,Halides,1
MgTi2O5,mp-28232,True,False,2.7175,-3.422544152083334,3.4,10.1039/c3cc43435d,Oxides,1
Na2In2SiS6,mp-1190138,True,False,2.2375,-1.015524564261364,2.87,10.1021/acs.inorgchem.5b02859,Silicides,2
K3Ta2AsSe11,mp-683905,True,False,1.208699999999999,-1.024450614393995,1.45,10.1021/ic001157v,Arsenides,2
LiCaBi,mp-569501,True,False,0.5790000000000001,-0.95024824222222,0.6,10.1006/jssc.1998.7791,Others,0
Li3VO4,mp-19219,True,False,4.0337,-2.502745246250001,3.9,10.1016/j.ssi.2008.09.010,Oxides,1
Li2TiO3,mp-2931,True,False,3.0338,-2.981954403333334,3.3,10.1039/c7nj00198c,Oxides,1
Cs3Sb2Br9,mp-579560,True,False,1.9837,-1.5448301067118222,2.36,10.1039/d0nr06138g,Antimonides,2
ErFeO3,mp-19935,False,False,1.5703,-2.8641381045000003,1.69,10.1007/s10971-020-05283-2,Oxides,1
CdSnO3,mp-754329,True,False,0.9762,-1.8377478320000007,3.0,10.1039/c9qi00777f,Oxides,1
Tl2Hg3Se4,mp-1105692,True,False,1.035699999999999,-0.329950313194444,1.57,10.1021/ic200286t,Chalcogenides,1
KMnF3,mp-1205353,True,False,2.4058,-3.017527203536205,3.04,10.1039/d0ra01411g,Halides,1
LaWN3,mp-989524,True,True,1.2096,-1.244283644250001,1.5405,10.1039/c5tc04172d,Nitrides,1
CsPSe6,mp-1225967,True,True,1.6167,-0.435261009043898,1.9,10.1021/cm504436v,Chalcogenides,1
Sr3V2O8,mp-19386,True,False,3.676,-3.01776698923077,3.45,10.1039/c2ra20937c,Oxides,1
GeH4,mp-1078667,False,True,1.142199999999999,0.257843023,1.51,10.1016/j.cap.2013.05.005,Hydrides,1
BaCO3,mp-5504,True,False,4.397399999999999,-2.683242691500004,4.61,10.1007/s10854-019-00813-3,Oxides,1
La2Pd2O5,mp-560340,True,False,1.179,-2.572202741111114,1.342,10.1007/s12034-020-02115-5,Oxides,1
Cs2Al2B2O7,mp-1019602,True,False,4.249,-2.976087887126436,4.13,10.1039/b917907k,Oxides,1
Li2In2SiSe6,mp-1191817,False,False,1.8159,-1.00564398809659,2.54,10.1021/ic300604a,Silicides,2
TiOF2,mp-1216625,False,True,2.054999999999999,-3.569921060833334,3.145,10.1039/c1cc14453g,Halides,1
Ca2CdAs2,mp-1095180,True,False,0.8529999999999991,-0.9200470659999992,0.95,10.1021/ic2008254,Arsenides,1
Sm2Zr2O7,mp-4408,True,False,3.0741,-3.85569428090909,2.9,10.1038/s41598-017-06725-8,Oxides,1
K2Se,mp-8426,True,False,2.0925,-1.239938295614582,2.035,10.1007/s10853-016-9969-5,Chalcogenides,1
La2Ti2O7,mp-12192,True,False,2.928499999999999,-3.784009469469697,3.4,10.1016/j.cej.2011.01.035,Oxides,1
CaIn2O4,mp-22766,True,True,2.020799999999999,-2.392656165476187,3.785,10.1016/j.optmat.2006.06.010,Oxides,1
La5Ti2AgS5O7,mp-555253,True,False,1.5072,-3.061267943791667,2.05,10.1039/c6nr06541d,Chalcogenides,2
BaTiF6,mp-8291,True,False,4.3236,-3.976591936041666,3.03,10.1016/j.jece.2017.04.038,Halides,1
Pr2MnNiO6,mp-1209751,True,True,1.6564,-2.760933286626437,1.0,10.1016/j.jssc.2004.03.031,Oxides,1
Rb2Cd3Te4,mp-29901,True,False,1.4415,-0.863228203518516,2.3,10.1021/ic010069n,Chalcogenides,1
Tb4GaSbS9,mp-1202576,True,False,2.0116,-1.842492822777776,2.44,10.1134/S0020168511010109,Antimonides,2
GaN,mp-804,True,False,1.726499999999999,-0.670049406875,3.4,10.1016/j.cej.2020.126199,Nitrides,1
Li3ScN2,mp-542435,True,False,2.401399999999999,-1.049828191874998,2.9,10.1016/j.molstruc.2013.10.009,Nitrides,1
Fe2O3,mp-565814,False,False,1.3902,-1.635792457249999,2.2,10.1016/j.cej.2011.01.079,Oxides,1
Zn2GeO4,mp-5909,True,False,2.2752,-1.969291861428572,4.5,10.1016/j.cej.2012.12.031,Oxides,1
Ag3AsS3,mp-561620,True,False,1.627799999999999,-0.159635012633925,2.0835,10.1016/S0925-8388(99)00422-3,Arsenides,2
TiTe3O8,mp-5214,False,False,2.7479,-1.99700330111111,3.37,10.1039/c7tc05382g,Chalcogenides,2
BaCeO3,mp-3187,True,False,2.2207,-3.589836753000001,2.585,10.1016/j.ijhydene.2018.07.007,Oxides,1
Cs2Cd3Te4,mp-567386,True,False,1.558699999999999,-0.8827856311111091,2.48,10.1016/S0925-8388(00)00795-7,Chalcogenides,1
Ba2FeSbS5,mp-1199946,False,False,0.5309,-1.43033947361111,0.93,10.1021/ja1111095,Antimonides,2
CdSe,mp-1070,True,False,0.5724,-0.837606193671875,1.74,10.1016/j.cej.2014.05.106,Chalcogenides,1
LaGaO3,mp-5837,False,False,3.3483,-3.0979300295,4.08,10.1039/c6ra21693e,Oxides,1
Rb3Na(MoO4)2,mp-1104938,True,False,4.5827,-2.188677270991379,4.84,10.1016/j.jallcom.2014.05.086,Oxides,1
Tl2TeBr6,mp-31076,True,False,2.1632,-0.981408941481483,2.06,10.1002/1099-0682(200109),Halides,2
SrPbO3,mp-20489,True,False,0.7941,-2.155550595499999,1.78,10.1016/j.solidstatesciences.2016.02.010,Oxides,1
H2S,mp-696805,True,False,4.3246,-0.1704340646875,0.5037,10.1016/j.tsf.2005.11.072,Chalcogenides,2
MoCl3,mp-568394,False,True,0.599699999999999,-0.9991047621875012,0.56,10.1039/c4cs00102h,Halides,1
Ba2LiReO6,mp-6270,True,False,1.8198,-2.741621015583333,2.42,10.1007/s00894-020-04421-5,Oxides,1
Zn6S5Cl2,mp-1215990,False,True,1.5051,-0.9020160128846152,2.71,10.1021/cm1023103,Halides,2
Li5SiN3,mp-686208,True,True,2.159999999999999,-0.8706298930324081,2.51,10.1007/s10008-016-3131-9,Silicides,2
Sr3Sc2Cu2S2O5,mp-15900,False,False,1.2847,-2.7222874871428573,2.4,10.1007/s10854-019-01380-3,Chalcogenides,2
Cs2PbBr6,mp-2647124,False,True,0.5108,-1.479107087701149,1.6,10.1039/c8ee03559h,Halides,1
Zn3Mo2O9,mp-29461,False,False,3.1649,-1.8923423817857152,2.86,10.1016/j.optmat.2019.109570,Oxides,1
Na3La2(PO4)3,mp-2715259,False,True,4.4521,-3.065168122403325,3.86,10.1039/c8tc06119j,Oxides,1
CuSbS2,mp-4468,True,False,0.722699999999999,-0.30408631140625,1.5,10.1016/j.physb.2018.02.030,Antimonides,2
Sm2Ti2S2O5,mp-5999,True,False,0.779899999999999,-3.293462144242426,2.8,10.1039/c3cy20853b,Chalcogenides,2
FeOF,mp-758560,False,True,1.1941,-2.111673069166666,1.23,10.1039/d0cp01767a,Halides,1
TlCl,mp-571079,True,False,2.5181,-1.325821314166667,2.55,10.1016/j.physb.2011.02.014,Halides,1
Ta3N5,mp-27488,True,False,1.214099999999999,-1.286734426343752,2.1,10.1016/j.cej.2020.126165,Nitrides,1
NaSr3Be3B3O9F4,mp-1192032,False,False,4.7554,-3.28659885255997,4.82,10.1016/j.optmat.2015.07.007,Halides,2
Tl2Te3,mp-29711,True,False,0.638899999999999,-0.444227307333335,0.68,10.1016/j.rinp.2018.05.044,Chalcogenides,1
K2Ag3Sb3S7,mp-1223709,False,True,1.8381999999999992,-0.53850273788657,2.2,10.1021/ic9010339,Antimonides,2
K2Cd3Te4,mp-18531,False,False,1.438,-0.847990985407406,2.26,10.1021/ic010069n,Chalcogenides,1
Cs2Hg3I8,mp-540574,True,False,1.731399999999999,-0.948203027446948,2.56,10.1039/c3dt53463d,Halides,1
CaTi2O5,mp-1403610,False,True,2.9078,-3.543918041458333,3.095,10.1016/j.optmat.2020.109921,Oxides,1
Mg3P2,mp-2514,True,False,1.798099999999999,-0.647706519857142,1.935,10.1021/jacs.5b03986,Phosphides,1
Na2In2GeS6,mp-1190145,True,False,2.190699999999999,-1.013538085553812,2.7935,10.1021/acs.inorgchem.6b00535,Chalcogenides,1
